tick,tasks_pending,tasks_outstanding,tasks_created_this_tick,tasks_completed_this_tick,tasks_completed_total,tasks_failed_total,robots_active,robots_idle,robots_blocked,robots_charging,robots_to_charger,robots_waiting_for_charger,robots_failed,average_battery,min_battery,max_battery,replans_this_tick,replans_total,blocked_ticks_this_tick,blocked_ticks_total
63,0,4.0,0.0,0.0,19.0,0.0,4,8,0,0,0,0,0,89.0125,84.1,100.0,0.0,5.0,0.0,14.0
64,0,4.0,0.0,0.0,19.0,0.0,4,8,0,0,0,0,0,88.8708,83.75,100.0,0.0,5.0,0.0,14.0
65,0,6.0,2.0,0.0,19.0,0.0,4,6,2,0,0,0,0,88.7417,83.75,100.0,0.0,5.0,2.0,16.0
66,0,6.0,0.0,0.0,19.0,0.0,5,6,1,0,0,0,0,88.6125,83.5,100.0,1.0,6.0,2.0,18.0
67,0,8.0,2.0,0.0,19.0,0.0,8,4,0,0,0,0,0,88.3417,83.15,100.0,0.0,6.0,0.0,18.0
68,0,8.0,0.0,0.0,19.0,0.0,8,4,0,0,0,0,0,88.0458,82.65,100.0,0.0,6.0,0.0,18.0
69,0,8.0,0.0,0.0,19.0,0.0,8,4,0,0,0,0,0,87.75,82.15,100.0,0.0,6.0,0.0,18.0
70,0,7.0,0.0,1.0,20.0,0.0,6,5,1,0,0,0,0,87.4833,81.65,100.0,0.0,6.0,1.0,19.0
71,0,7.0,0.0,0.0,20.0,0.0,6,5,1,0,0,0,0,87.2583,81.15,100.0,1.0,7.0,1.0,20.0
72,0,6.0,0.0,1.0,21.0,0.0,6,6,0,0,0,0,0,86.9625,80.65,100.0,0.0,7.0,0.0,20.0
73,0,6.0,0.0,0.0,21.0,0.0,6,6,0,0,0,0,0,86.725,80.15,100.0,0.0,7.0,0.0,20.0
74,0,5.0,0.0,1.0,22.0,0.0,5,7,0,0,0,0,0,86.4875,79.65,100.0,0.0,7.0,0.0,20.0
75,0,6.0,2.0,1.0,23.0,0.0,6,6,0,0,0,0,0,86.2333,79.15,100.0,0.0,7.0,0.0,20.0
76,0,6.0,0.0,0.0,23.0,0.0,6,6,0,0,0,0,0,86.0208,79.15,100.0,0.0,7.0,0.0,20.0
77,0,6.0,0.0,0.0,23.0,0.0,6,6,0,0,0,0,0,85.8083,79.15,100.0,0.0,7.0,0.0,20.0
78,0,6.0,0.0,0.0,23.0,0.0,6,6,0,0,0,0,0,85.5958,79.15,100.0,0.0,7.0,0.0,20.0
79,0,8.0,2.0,0.0,23.0,0.0,8,4,0,0,0,0,0,85.325,79.15,100.0,0.0,7.0,0.0,20.0
80,0,8.0,0.0,0.0,23.0,0.0,8,4,0,0,0,0,0,85.0542,78.85,100.0,0.0,7.0,0.0,20.0
81,0,7.0,0.0,1.0,24.0,0.0,7,5,0,0,0,0,0,84.7833,78.5,100.0,0.0,7.0,0.0,20.0
82,0,7.0,0.0,0.0,24.0,0.0,7,5,0,0,0,0,0,84.5292,78.15,100.0,0.0,7.0,0.0,20.0
83,0,8.0,1.0,0.0,24.0,0.0,8,4,0,0,0,0,0,84.2458,77.8,100.0,0.0,7.0,0.0,20.0
84,0,7.0,0.0,1.0,25.0,0.0,7,5,0,0,0,0,0,83.95,77.3,100.0,0.0,7.0,0.0,20.0
85,0,7.0,1.0,1.0,26.0,0.0,7,5,0,0,0,0,0,83.6667,76.8,100.0,0.0,7.0,0.0,20.0
86,0,7.0,0.0,0.0,26.0,0.0,6,5,1,0,0,0,0,83.4417,76.3,100.0,0.0,7.0,1.0,21.0
87,0,7.0,0.0,0.0,26.0,0.0,6,5,1,0,0,0,0,83.2583,75.8,100.0,1.0,8.0,2.0,23.0
88,0,7.0,0.0,0.0,26.0,0.0,7,5,0,0,0,0,0,83.0042,75.3,100.0,0.0,8.0,0.0,23.0
89,0,7.0,0.0,0.0,26.0,0.0,7,5,0,0,0,0,0,82.75,74.8,100.0,0.0,8.0,0.0,23.0
90,0,6.0,0.0,1.0,27.0,0.0,6,6,0,0,0,0,0,82.4958,74.3,100.0,0.0,8.0,0.0,23.0
91,0,8.0,2.0,0.0,27.0,0.0,8,4,0,0,0,0,0,82.225,73.8,100.0,0.0,8.0,0.0,23.0
