run_id,tick,event_type,robot_id,task_id,details
20260821_050946_4e8e05,76,task_assigned,R5,G00028,
20260821_050946_4e8e05,78,task_completed,R1,G00016,
20260821_050946_4e8e05,79,task_assigned,R1,G00029,
20260821_050946_4e8e05,79,task_created,,G00030,type=PACK pickup=PICK-3 dropoff=PACK-2
20260821_050946_4e8e05,79,task_created,,G00031,type=SHIP pickup=STAGING dropoff=DOCK-1
20260821_050946_4e8e05,83,task_created,,G00032,type=PUTAWAY pickup=RECV dropoff=H-04
20260821_050946_4e8e05,85,task_created,,G00033,type=PICK pickup=G-02 dropoff=PICK-1
20260821_050946_4e8e05,86,task_completed,R6,G00024,
20260821_050946_4e8e05,87,task_assigned,R6,G00032,
20260821_050946_4e8e05,88,task_completed,R4,G00023,
20260821_050946_4e8e05,89,task_assigned,R4,G00033,
