run_id,tick,event_type,robot_id,task_id,details
20260911_130415_8825cd,3,task_created,,G00001,type=PUTAWAY pickup=RECV dropoff=C-03
20260911_130415_8825cd,3,task_assigned,R7,G00001,
20260911_130415_8825cd,5,task_created,,G00002,type=PICK pickup=H-08 dropoff=PICK-1
20260911_130415_8825cd,5,task_assigned,R2,G00002,
20260911_130415_8825cd,7,task_created,,G00003,type=PACK pickup=PICK-2 dropoff=PACK-2
20260911_130415_8825cd,7,task_assigned,R5,G00003,
20260911_130415_8825cd,9,task_created,,G00004,type=SHIP pickup=STAGING dropoff=DOCK-1
20260911_130415_8825cd,9,task_assigned,R1,G00004,
20260911_130415_8825cd,11,task_created,,G00005,type=PUTAWAY pickup=BUFFER dropoff=B-05
20260911_130415_8825cd,11,task_assigned,R10,G00005,
20260911_130415_8825cd,15,task_created,,G00006,type=PICK pickup=A-08 dropoff=PICK-3
20260911_130415_8825cd,15,task_assigned,R6,G00006,
20260911_130415_8825cd,17,task_completed,R1,G00004,
20260911_130415_8825cd,19,task_created,,G00007,type=PUTAWAY pickup=BUFFER dropoff=B-08
20260911_130415_8825cd,19,task_assigned,R9,G00007,
20260911_130415_8825cd,19,task_created,,G00008,type=PACK pickup=PICK-2 dropoff=PACK-1
20260911_130415_8825cd,19,task_assigned,R1,G00008,
20260911_130415_8825cd,19,robot_blocked,R7,,"{""x"": 11, ""y"": 4}"
20260911_130415_8825cd,20,robot_blocked,R2,,"{""x"": 13, ""y"": 4}"
20260911_130415_8825cd,20,robot_blocked,R10,,"{""x"": 12, ""y"": 4}"
20260911_130415_8825cd,22,task_completed,R5,G00003,
20260911_130415_8825cd,23,task_created,,G00009,type=SHIP pickup=STAGING dropoff=DOCK-1
20260911_130415_8825cd,23,task_assigned,R5,G00009,
20260911_130415_8825cd,25,task_completed,R10,G00005,
20260911_130415_8825cd,25,task_created,,G00010,type=PICK pickup=C-07 dropoff=PICK-2
20260911_130415_8825cd,25,task_assigned,R4,G00010,
20260911_130415_8825cd,27,task_created,,G00011,type=PUTAWAY pickup=BUFFER dropoff=A-05
20260911_130415_8825cd,27,task_assigned,R10,G00011,
20260911_130415_8825cd,30,task_completed,R5,G00009,
20260911_130415_8825cd,31,task_completed,R9,G00007,
20260911_130415_8825cd,31,task_created,,G00012,type=PACK pickup=PICK-2 dropoff=PACK-1
20260911_130415_8825cd,31,task_assigned,R5,G00012,
20260911_130415_8825cd,33,task_completed,R1,G00008,
20260911_130415_8825cd,35,task_completed,R2,G00002,
20260911_130415_8825cd,35,task_created,,G00013,type=PUTAWAY pickup=BUFFER dropoff=D-03
20260911_130415_8825cd,35,task_assigned,R9,G00013,
20260911_130415_8825cd,35,task_created,,G00014,type=PICK pickup=E-08 dropoff=PICK-1
20260911_130415_8825cd,35,task_assigned,R1,G00014,
20260911_130415_8825cd,37,task_created,,G00015,type=SHIP pickup=STAGING dropoff=DOCK-2
20260911_130415_8825cd,37,task_assigned,R8,G00015,
20260911_130415_8825cd,39,task_completed,R6,G00006,
20260911_130415_8825cd,43,task_completed,R7,G00001,
20260911_130415_8825cd,43,task_created,,G00016,type=PUTAWAY pickup=RECV dropoff=D-05
20260911_130415_8825cd,43,task_assigned,R2,G00016,
20260911_130415_8825cd,43,task_created,,G00017,type=PACK pickup=PICK-1 dropoff=PACK-1
20260911_130415_8825cd,43,task_assigned,R6,G00017,
20260911_130415_8825cd,45,task_completed,R5,G00012,
20260911_130415_8825cd,45,task_created,,G00018,type=PICK pickup=A-04 dropoff=PICK-2
20260911_130415_8825cd,45,task_assigned,R7,G00018,
20260911_130415_8825cd,48,task_completed,R4,G00010,
20260911_130415_8825cd,48,robot_blocked,R1,,"{""x"": 5, ""y"": 4}"
20260911_130415_8825cd,50,task_completed,R8,G00015,
20260911_130415_8825cd,50,robot_blocked,R6,,"{""x"": 13, ""y"": 8}"
20260911_130415_8825cd,51,task_created,,G00019,type=PUTAWAY pickup=RECV dropoff=H-04
20260911_130415_8825cd,51,task_assigned,R4,G00019,
20260911_130415_8825cd,51,task_created,,G00020,type=SHIP pickup=STAGING dropoff=DOCK-2
20260911_130415_8825cd,51,task_assigned,R8,G00020,
20260911_130415_8825cd,53,task_completed,R9,G00013,
20260911_130415_8825cd,55,task_created,,G00021,type=PICK pickup=B-04 dropoff=PICK-3
20260911_130415_8825cd,55,task_assigned,R5,G00021,
20260911_130415_8825cd,55,task_created,,G00022,type=PACK pickup=PICK-1 dropoff=PACK-1
20260911_130415_8825cd,55,task_assigned,R9,G00022,
20260911_130415_8825cd,56,task_completed,R10,G00011,
20260911_130415_8825cd,56,task_completed,R1,G00014,
20260911_130415_8825cd,56,task_completed,R8,G00020,
20260911_130415_8825cd,59,task_created,,G00023,type=PUTAWAY pickup=BUFFER dropoff=E-03
20260911_130415_8825cd,59,task_assigned,R10,G00023,
20260911_130415_8825cd,64,robot_blocked,R9,,"{""x"": 13, ""y"": 4}"
20260911_130415_8825cd,65,task_created,,G00024,type=PICK pickup=B-08 dropoff=PICK-2
20260911_130415_8825cd,65,task_assigned,R1,G00024,
20260911_130415_8825cd,65,task_created,,G00025,type=SHIP pickup=STAGING dropoff=DOCK-2
20260911_130415_8825cd,65,task_assigned,R8,G00025,
20260911_130415_8825cd,66,robot_blocked,R5,,"{""x"": 11, ""y"": 4}"
20260911_130415_8825cd,67,task_created,,G00026,type=PUTAWAY pickup=RECV dropoff=B-02
20260911_130415_8825cd,67,task_assigned,R3,G00026,
20260911_130415_8825cd,67,task_created,,G00027,type=PACK pickup=PICK-1 dropoff=PACK-2
20260911_130415_8825cd,70,task_completed,R8,G00025,
20260911_130415_8825cd,71,task_assigned,R8,G00027,
