run_id,tick,event_type,robot_id,task_id,details
20260911_134646_8a4c91,3,task_created,,G00001,type=PUTAWAY pickup=BUFFER dropoff=A-04
20260911_134646_8a4c91,3,task_assigned,R3,G00001,
20260911_134646_8a4c91,5,task_created,,G00002,type=PICK pickup=E-04 dropoff=PICK-1
20260911_134646_8a4c91,5,task_assigned,R5,G00002,
20260911_134646_8a4c91,7,task_created,,G00003,type=PACK pickup=PICK-1 dropoff=PACK-1
20260911_134646_8a4c91,7,task_assigned,R2,G00003,
20260911_134646_8a4c91,9,task_created,,G00004,type=SHIP pickup=STAGING dropoff=DOCK-1
20260911_134646_8a4c91,9,task_assigned,R1,G00004,
20260911_134646_8a4c91,11,task_created,,G00005,type=PUTAWAY pickup=RECV dropoff=A-05
20260911_134646_8a4c91,11,task_assigned,R4,G00005,
20260911_134646_8a4c91,15,task_created,,G00006,type=PICK pickup=A-04 dropoff=PICK-1
20260911_134646_8a4c91,15,task_assigned,R6,G00006,
20260911_134646_8a4c91,17,task_completed,R3,G00001,
20260911_134646_8a4c91,17,task_completed,R1,G00004,
20260911_134646_8a4c91,19,task_created,,G00007,type=PUTAWAY pickup=BUFFER dropoff=D-06
20260911_134646_8a4c91,19,task_assigned,R3,G00007,
20260911_134646_8a4c91,19,task_created,,G00008,type=PACK pickup=PICK-3 dropoff=PACK-1
20260911_134646_8a4c91,19,task_assigned,R1,G00008,
20260911_134646_8a4c91,20,task_completed,R5,G00002,
20260911_134646_8a4c91,23,task_created,,G00009,type=SHIP pickup=STAGING dropoff=DOCK-2
20260911_134646_8a4c91,23,task_assigned,R5,G00009,
20260911_134646_8a4c91,24,task_completed,R2,G00003,
20260911_134646_8a4c91,25,task_created,,G00010,type=PICK pickup=D-05 dropoff=PICK-2
20260911_134646_8a4c91,25,task_assigned,R2,G00010,
20260911_134646_8a4c91,25,robot_blocked,R3,,"{""x"": 11, ""y"": 4}"
20260911_134646_8a4c91,25,robot_blocked,R6,,"{""x"": 12, ""y"": 4}"
20260911_134646_8a4c91,27,task_created,,G00011,type=PUTAWAY pickup=RECV dropoff=A-01
20260911_134646_8a4c91,31,task_created,,G00012,type=PACK pickup=PICK-1 dropoff=PACK-2
20260911_134646_8a4c91,32,task_completed,R4,G00005,
20260911_134646_8a4c91,33,task_assigned,R4,G00011,
20260911_134646_8a4c91,35,task_created,,G00013,type=PUTAWAY pickup=RECV dropoff=E-04
20260911_134646_8a4c91,35,task_created,,G00014,type=PICK pickup=C-04 dropoff=PICK-1
20260911_134646_8a4c91,37,task_created,,G00015,type=SHIP pickup=STAGING dropoff=DOCK-1
20260911_134646_8a4c91,39,task_completed,R5,G00009,
20260911_134646_8a4c91,40,task_assigned,R5,G00013,
20260911_134646_8a4c91,42,task_completed,R4,G00011,
20260911_134646_8a4c91,43,task_created,,G00016,type=PUTAWAY pickup=BUFFER dropoff=G-01
20260911_134646_8a4c91,43,task_assigned,R4,G00016,
20260911_134646_8a4c91,43,task_created,,G00017,type=PACK pickup=PICK-1 dropoff=PACK-2
20260911_134646_8a4c91,45,task_created,,G00018,type=PICK pickup=F-05 dropoff=PICK-3
20260911_134646_8a4c91,49,task_completed,R1,G00008,
20260911_134646_8a4c91,50,task_assigned,R1,G00014,
20260911_134646_8a4c91,51,task_created,,G00019,type=PUTAWAY pickup=RECV dropoff=A-06
20260911_134646_8a4c91,51,task_created,,G00020,type=SHIP pickup=STAGING dropoff=DOCK-1
20260911_134646_8a4c91,52,task_completed,R3,G00007,
20260911_134646_8a4c91,53,task_assigned,R3,G00019,
20260911_134646_8a4c91,54,task_completed,R6,G00006,
20260911_134646_8a4c91,54,task_completed,R2,G00010,
20260911_134646_8a4c91,55,task_assigned,R2,G00018,
20260911_134646_8a4c91,55,task_created,,G00021,type=PICK pickup=G-01 dropoff=PICK-1
20260911_134646_8a4c91,55,task_assigned,R6,G00021,
20260911_134646_8a4c91,55,task_created,,G00022,type=PACK pickup=PICK-3 dropoff=PACK-2
20260911_134646_8a4c91,59,task_created,,G00023,type=PUTAWAY pickup=RECV dropoff=D-01
20260911_134646_8a4c91,61,robot_blocked,R4,,"{""x"": 13, ""y"": 3}"
20260911_134646_8a4c91,64,task_completed,R4,G00016,
20260911_134646_8a4c91,65,task_assigned,R4,G00023,
20260911_134646_8a4c91,65,task_created,,G00024,type=PICK pickup=B-01 dropoff=PICK-1
20260911_134646_8a4c91,65,task_created,,G00025,type=SHIP pickup=STAGING dropoff=DOCK-2
20260911_134646_8a4c91,67,task_created,,G00026,type=PUTAWAY pickup=BUFFER dropoff=D-06
20260911_134646_8a4c91,67,task_created,,G00027,type=PACK pickup=PICK-1 dropoff=PACK-2
20260911_134646_8a4c91,73,task_completed,R5,G00013,
20260911_134646_8a4c91,73,robot_blocked,R1,,"{""x"": 16, ""y"": 7}"
20260911_134646_8a4c91,73,robot_blocked,R2,,"{""x"": 15, ""y"": 7}"
20260911_134646_8a4c91,74,task_assigned,R5,G00026,
20260911_134646_8a4c91,75,task_created,,G00028,type=PUTAWAY pickup=RECV dropoff=H-03
20260911_134646_8a4c91,75,task_created,,G00029,type=PICK pickup=F-07 dropoff=PICK-1
20260911_134646_8a4c91,79,task_created,,G00030,type=PACK pickup=PICK-2 dropoff=PACK-2
20260911_134646_8a4c91,79,task_created,,G00031,type=SHIP pickup=STAGING dropoff=DOCK-2
20260911_134646_8a4c91,80,task_completed,R2,G00018,
20260911_134646_8a4c91,81,task_assigned,R2,G00028,
20260911_134646_8a4c91,83,task_completed,R6,G00021,
20260911_134646_8a4c91,83,task_created,,G00032,type=PUTAWAY pickup=BUFFER dropoff=C-06
20260911_134646_8a4c91,84,task_completed,R3,G00019,
20260911_134646_8a4c91,84,task_assigned,R6,G00032,
20260911_134646_8a4c91,85,task_assigned,R3,G00024,
20260911_134646_8a4c91,85,task_created,,G00033,type=PICK pickup=D-08 dropoff=PICK-1
20260911_134646_8a4c91,88,task_completed,R1,G00014,
20260911_134646_8a4c91,89,task_assigned,R1,G00029,
20260911_134646_8a4c91,91,task_created,,G00034,type=PUTAWAY pickup=RECV dropoff=G-01
20260911_134646_8a4c91,91,task_created,,G00035,type=PACK pickup=PICK-2 dropoff=PACK-1
20260911_134646_8a4c91,93,task_created,,G00036,type=SHIP pickup=STAGING dropoff=DOCK-1
20260911_134646_8a4c91,95,task_created,,G00037,type=PICK pickup=D-06 dropoff=PICK-1
20260911_134646_8a4c91,97,task_completed,R5,G00026,
20260911_134646_8a4c91,98,task_assigned,R5,G00034,
20260911_134646_8a4c91,99,task_completed,R3,G00024,
20260911_134646_8a4c91,99,task_created,,G00038,type=PUTAWAY pickup=RECV dropoff=G-04
20260911_134646_8a4c91,100,task_assigned,R3,G00038,
20260911_134646_8a4c91,102,task_completed,R4,G00023,
20260911_134646_8a4c91,103,task_assigned,R4,G00033,
20260911_134646_8a4c91,103,task_created,,G00039,type=PACK pickup=PICK-2 dropoff=PACK-1
20260911_134646_8a4c91,105,task_created,,G00040,type=PICK pickup=D-04 dropoff=PICK-3
20260911_134646_8a4c91,107,task_created,,G00041,type=PUTAWAY pickup=RECV dropoff=D-04
20260911_134646_8a4c91,107,task_created,,G00042,type=SHIP pickup=STAGING dropoff=DOCK-2
20260911_134646_8a4c91,110,task_completed,R6,G00032,
20260911_134646_8a4c91,111,task_assigned,R6,G00041,
20260911_134646_8a4c91,115,task_created,,G00043,type=PUTAWAY pickup=RECV dropoff=C-03
20260911_134646_8a4c91,115,task_created,,G00044,type=PICK pickup=E-02 dropoff=PICK-1
20260911_134646_8a4c91,115,task_created,,G00045,type=PACK pickup=PICK-1 dropoff=PACK-2
20260911_134646_8a4c91,116,robot_blocked,R5,,"{""x"": 6, ""y"": 1}"
20260911_134646_8a4c91,117,task_completed,R1,G00029,
20260911_134646_8a4c91,118,task_assigned,R1,G00043,
20260911_134646_8a4c91,121,task_created,,G00046,type=SHIP pickup=STAGING dropoff=DOCK-2
20260911_134646_8a4c91,123,task_created,,G00047,type=PUTAWAY pickup=RECV dropoff=D-05
20260911_134646_8a4c91,125,task_created,,G00048,type=PICK pickup=C-02 dropoff=PICK-3
20260911_134646_8a4c91,127,task_created,,G00049,type=PACK pickup=PICK-2 dropoff=PACK-1
20260911_134646_8a4c91,128,task_completed,R4,G00033,
20260911_134646_8a4c91,129,task_assigned,R4,G00047,
20260911_134646_8a4c91,131,task_created,,G00050,type=PUTAWAY pickup=BUFFER dropoff=B-07
20260911_134646_8a4c91,132,task_completed,R3,G00038,
20260911_134646_8a4c91,133,task_assigned,R3,G00050,
20260911_134646_8a4c91,135,task_created,,G00051,type=PICK pickup=C-04 dropoff=PICK-3
20260911_134646_8a4c91,135,task_created,,G00052,type=SHIP pickup=STAGING dropoff=DOCK-2
20260911_134646_8a4c91,139,task_created,,G00053,type=PUTAWAY pickup=BUFFER dropoff=G-02
20260911_134646_8a4c91,139,task_created,,G00054,type=PACK pickup=PICK-2 dropoff=PACK-2
20260911_134646_8a4c91,141,task_completed,R2,G00028,
20260911_134646_8a4c91,142,task_assigned,R2,G00053,
20260911_134646_8a4c91,145,task_completed,R1,G00043,
20260911_134646_8a4c91,145,task_created,,G00055,type=PICK pickup=E-01 dropoff=PICK-3
20260911_134646_8a4c91,146,task_completed,R5,G00034,
20260911_134646_8a4c91,146,task_assigned,R1,G00037,
20260911_134646_8a4c91,147,task_created,,G00056,type=PUTAWAY pickup=BUFFER dropoff=B-07
20260911_134646_8a4c91,147,task_assigned,R5,G00056,
20260911_134646_8a4c91,149,task_completed,R3,G00050,
